,phrase,label,sentiment,subjectivity,language,count
Yonhap News Gyeonggi,Yonhap News Gyeonggi,PERSON,0.0,0.0,en,1.0
King Danjong,King Danjong,PERSON,0.18333333333333335,0.31666666666666665,en,1.0
Eom Heung-do,Eom Heung-do,PERSON,0.18333333333333335,0.31666666666666665,en,1.0
Hernan Alberto Hil Flores,Hernan Alberto Hil Flores,PERSON,-0.0625,0.3125,en,1.0
Hernan Alberto Hill Flores,Hernan Alberto Hill Flores,PERSON,0.08499999999999999,0.265,en,1.0
[Oh My Photo] Memorial,[Oh My Photo] Memorial,PERSON,0.0,0.0,en,1.0
Delci Rodriguez,Delci Rodriguez,PERSON,0.0,0.0,en,1.0
[Venezuela Gangjin],[Venezuela Gangjin],PERSON,0.0,0.0,en,1.0
Kim Jeong-geun,Kim Jeong-geun,PERSON,-0.04375000000000001,0.55625,en,1.0
Kwak Min-seo,Kwak Min-seo,PERSON,-0.22499999999999998,0.3875,en,1.0
Julie Kozak,Julie Kozak,PERSON,0.0,0.0,en,1.0
Seonghwan Kim,Seonghwan Kim,PERSON,0.3541666666666667,0.26666666666666666,en,1.0
Kim Chang-han,Kim Chang-han,PERSON,0.25,0.3333333333333333,en,1.0
Kang Yoon-jung,Kang Yoon-jung,PERSON,0.16666666666666666,0.3923076923076923,en,1.0
Jaewon Moon,Jaewon Moon,PERSON,-0.041666666666666664,0.5833333333333334,en,1.0
Joo Dae-young,Joo Dae-young,PERSON,-0.06666666666666667,0.3,en,1.0
In Yo-han,In Yo-han,PERSON,0.0,0.0,en,1.0
Naver Cloud,Naver Cloud,PERSON,0.0,0.0,en,1.0
Choi Soo-yeon,Choi Soo-yeon,PERSON,0.0,0.0,en,1.0
David Glacier,David Glacier,PERSON,0.10000000000000002,0.6333333333333333,en,1.0
Kīlauea Volcano Eruption,Kīlauea Volcano Eruption,PERSON,0.0,0.0,en,1.0
Myeong-sik Kim,Myeong-sik Kim,PERSON,0.3333333333333333,0.4666666666666666,en,1.0
Chris Chauri,Chris Chauri,PERSON,0.012500000000000004,0.16666666666666666,en,1.0
Kim Gwang-yeol,Kim Gwang-yeol,PERSON,0.0,0.06666666666666667,en,1.0
Kim Seong-hwan,Kim Seong-hwan,PERSON,0.0,0.0,en,1.0
Han Soo-bin,Han Soo-bin,PERSON,-0.325,0.425,en,1.0
Kiyoung Choi,Kiyoung Choi,PERSON,0.0,0.0,en,1.0
Han Tae-sook,Han Tae-sook,PERSON,0.8,0.75,en,1.0
Geum Han-seung,Geum Han-seung,PERSON,0.25,0.3333333333333333,en,1.0
Choi Hyo-jin,Choi Hyo-jin,PERSON,0.0,0.0,en,1.0
Hyunsoo Kim,Hyunsoo Kim,PERSON,0.0,0.0,en,1.0
Miranda Priestly,Miranda Priestly,PERSON,-0.10000000000000002,0.7999999999999999,en,1.0
Meryl Streep,Meryl Streep,PERSON,-0.10000000000000002,0.7999999999999999,en,1.0
Anne Hathaway,Anne Hathaway,PERSON,0.1952380952380952,0.3452380952380952,en,1.0
Jeong Yong-bok,Jeong Yong-bok,PERSON,-0.25,0.41666666666666663,en,1.0
Busan Buk,Busan Buk,PERSON,0.14583333333333331,0.47500000000000003,en,1.0
Kim Woo-ok,Kim Woo-ok,PERSON,0.8,0.75,en,1.0
John Kindervag,John Kindervag,PERSON,0.0,0.3333333333333333,en,1.0
Su-bin Han,Su-bin Han,PERSON,0.17500000000000002,0.5083333333333333,en,1.0
Ye Sang-wook,Ye Sang-wook,PERSON,0.0,0.0,en,1.0
Kwon I-gyun,Kwon I-gyun,PERSON,0.0,0.0,en,1.0
Kwon Lee-gyun,Kwon Lee-gyun,PERSON,0.16666666666666666,0.5,en,1.0
Yeouido Park,Yeouido Park,PERSON,0.0,0.0,en,1.0
Guntan Park Hwangtot-gil,Guntan Park Hwangtot-gil,PERSON,0.0,0.0,en,1.0
Oh Sang-hoon,Oh Sang-hoon,PERSON,-0.05,0.05,en,1.0
Getty ImagesIf,Getty ImagesIf,PERSON,0.01666666666666666,0.4428571428571429,en,1.0
Chief Ha’s,Chief Ha’s,PERSON,0.01948051948051948,0.11493506493506493,en,1.0
Park Min-gyu,Park Min-gyu,PERSON,0.0,0.0,en,1.0
Busan Bukgap,Busan Bukgap,PERSON,0.0,0.075,en,1.0
Gyeonggi Province Gyeonggi Province,Gyeonggi Province Gyeonggi Province,PERSON,0.0,0.0,en,1.0
Jeetu Patel,Jeetu Patel,PERSON,0.30000000000000004,0.75,en,1.0
Park Eun-sik,Park Eun-sik,PERSON,-0.033333333333333326,0.3333333333333333,en,1.0
Kim Gwang-yong,Kim Gwang-yong,PERSON,-0.033333333333333326,0.3333333333333333,en,1.0
Sanju Shin Wangjun,Sanju Shin Wangjun,PERSON,0.16,0.41500000000000004,en,1.0
Jodo Island,Jodo Island,PERSON,-0.5,1.0,en,1.0
Lee Gwi-young,Lee Gwi-young,PERSON,0.01,0.1,en,1.0
Heo Min,Heo Min,PERSON,0.01,0.1,en,1.0
Jeong Won,Jeong Won,PERSON,0.09550092764378479,0.20728200371057515,en,1.0
Seong-min Park,Seong-min Park,PERSON,0.0,0.0,en,1.0
Ga-eun Yoon,Ga-eun Yoon,PERSON,0.0,0.0,en,1.0
Ttukseom Inchworm,Ttukseom Inchworm,PERSON,0.0,0.34,en,1.0
Muryang Tree Ranch,Muryang Tree Ranch,PERSON,0.1,0.4,en,1.0
Namyangju Muryang Tree Ranch,Namyangju Muryang Tree Ranch,PERSON,0.22000000000000003,0.62,en,1.0
Waymo robotaxi,Waymo robotaxi,PERSON,0.0,0.0,en,1.0
Jason Kwon,Jason Kwon,PERSON,0.0,0.0,en,1.0
Claude Mythos,Claude Mythos,PERSON,-0.13571428571428573,0.12142857142857143,en,1.0
Mytos Shock,Mytos Shock,PERSON,0.0,0.625,en,1.0
산림피해 복구,산림피해 복구,PERSON,0.0,0.0,en,1.0
국립산림과학원에서 산림청,국립산림과학원에서 산림청,PERSON,0.0,0.0,en,1.0
산림 복원 체계를,산림 복원 체계를,PERSON,0.0,0.0,en,1.0
소셜벤처 트리플래닛과,소셜벤처 트리플래닛과,PERSON,0.0,0.0,en,1.0
Lee Jung-ho,Lee Jung-ho,PERSON,0.0,0.0,en,1.0
‘Ionic 5 Monitoring Drone Station,‘Ionic 5 Monitoring Drone Station,PERSON,0.0,0.0,en,1.0
Chang-jun Kim,Chang-jun Kim,PERSON,0.0,0.0,en,1.0
Tae-sik Moon,Tae-sik Moon,PERSON,0.0,0.0,en,1.0
Kim Yong-nam,Kim Yong-nam,PERSON,0.0,0.0,en,1.0
Closing Ilbe,Closing Ilbe,PERSON,-0.5,0.3,en,1.0
Taek-hwan Kim,Taek-hwan Kim,PERSON,0.0,0.125,en,1.0
Jeong Kuk-jeong,Jeong Kuk-jeong,PERSON,-0.15,0.2,en,1.0
Jeong-hoon Han,Jeong-hoon Han,PERSON,-0.02500000000000001,0.35,en,1.0
Park Dong-sik,Park Dong-sik,PERSON,-0.15,0.2,en,1.0
Choi Jin-jeong,Choi Jin-jeong,PERSON,-0.15,0.2,en,1.0
Seong Dong-hoon,Seong Dong-hoon,PERSON,0.19999999999999998,0.4666666666666666,en,1.0
Lanel Lewis,Lanel Lewis,PERSON,0.375,0.3625,en,1.0
Ray-Ban Meta,Ray-Ban Meta,PERSON,0.0,0.0,en,1.0
Essilor Luxottica,Essilor Luxottica,PERSON,0.0,0.0,en,1.0
Yongin Bulgwangsa,Yongin Bulgwangsa,PERSON,0.0,0.0,en,1.0
Kang Jae-seong,Kang Jae-seong,PERSON,0.0,0.0,en,1.0
Kang Honam,Kang Honam,PERSON,0.0,0.0,en,1.0
Song Dong-ju,Song Dong-ju,PERSON,0.0,0.0,en,1.0
Kim Jong-heon,Kim Jong-heon,PERSON,0.0,0.0,en,1.0
Healthy Hiking Campaign,Healthy Hiking Campaign,PERSON,0.5,0.5,en,1.0
Heo Seung-gyu,Heo Seung-gyu,PERSON,-0.1638888888888889,0.2805555555555555,en,1.0
Kim Young-chan,Kim Young-chan,PERSON,0.03333333333333333,0.06666666666666667,en,1.0
Mira Park,Mira Park,PERSON,0.0,0.75,en,1.0
